ay,vy,time,ax,vx,az,vz,comp
-0.009,1.127,0.40070462226867676,0.037,0.147,1.009,-0.556,-74.38145756252989
-0.014,0.882,0.4037513732910156,0.034,0.077,1.01,-0.381,-74.38145756252989
-0.013,0.987,0.4094691276550293,0.038,-0.203,1.012,-0.521,-74.38145756252989
-0.009,0.742,0.4099857807159424,0.036,0.007,1.013,-0.381,-74.38145756252989
-0.013,1.022,0.4103724956512451,0.038,0.077,1.011,-0.486,-74.38145756252989
-0.014,1.057,0.4111053943634033,0.041,0.112,1.009,-0.486,-74.38145756252989
-0.011,0.882,0.4114663600921631,0.027,-0.133,1.01,-0.451,-74.38145756252989
-0.013,1.232,0.41182494163513184,0.045,0.077,1.012,-0.521,-74.2613765583489
-0.017,0.812,0.41216540336608887,0.039,0.007,1.011,-0.486,-74.2613765583489
-0.01,1.162,0.41246843338012695,0.037,-0.098,1.012,-0.416,-74.2613765583489
-0.014,0.917,0.4128568172454834,0.033,0.112,1.01,-0.626,-74.2613765583489
-0.014,1.022,0.41326284408569336,0.041,0.007,1.013,-0.416,-74.2613765583489
-0.01,1.022,0.4136672019958496,0.037,-0.063,1.011,-0.486,-74.2613765583489
-0.009,0.952,0.41406798362731934,0.041,-0.063,1.013,-0.381,-74.2613765583489
-0.011,0.987,0.42170190811157227,0.04,0.042,1.014,-0.626,-74.2613765583489
-0.015,1.022,0.4318966865539551,0.033,0.077,1.008,-0.451,-74.2613765583489
-0.01,1.022,0.44165682792663574,0.034,-0.063,1.011,-0.486,-74.2613765583489
-0.012,1.302,0.4520735740661621,0.042,0.042,1.018,-0.556,-74.71817827906213
-0.013,0.917,0.4616379737854004,0.035,0.007,1.011,-0.381,-74.71817827906213
-0.014,1.162,0.4772369861602783,0.033,-0.203,1.01,-0.451,-74.71817827906213
-0.01,0.987,0.4837324619293213,0.034,-0.168,1.008,-0.486,-74.71817827906213
-0.015,1.267,0.4948008060455322,0.042,0.042,1.015,-0.451,-74.71817827906213
-0.014,0.987,0.5052554607391357,0.035,-0.028,1.008,-0.521,-74.71817827906213
-0.012,1.022,0.5176510810852051,0.03,-0.063,1.009,-0.346,-74.71817827906213
-0.011,0.987,0.521622896194458,0.041,0.042,1.013,-0.521,-74.71817827906213
-0.014,0.777,0.5321757793426514,0.045,0.182,1.017,-0.521,-74.71817827906213
-0.011,1.302,0.5418968200683594,0.03,-0.133,1.004,-0.311,-74.71817827906213
-0.01,0.672,0.5513801574707031,0.039,0.042,1.012,-0.626,-74.03778290872623
-0.013,1.267,1.1279754638671875,0.04,-0.098,1.011,-0.241,-74.03778290872623
-0.014,1.057,1.128744125366211,0.033,-0.133,1.009,-0.486,-73.72842981989608
-0.013,0.847,1.1291556358337402,0.034,0.007,1.007,-0.451,-73.23698000646725
-0.012,0.952,1.1295182704925537,0.039,0.147,1.013,-0.626,-73.23698000646725
-0.013,1.057,1.1298530101776123,0.035,-0.063,1.01,-0.416,-73.23698000646725
-0.011,1.057,1.13016939163208,0.034,0.007,1.007,-0.521,-73.23698000646725
-0.011,1.022,1.1304845809936523,0.039,0.042,1.015,-0.486,-73.23698000646725
-0.016,1.022,1.1307804584503174,0.037,0.147,1.013,-0.451,-73.23698000646725
-0.013,0.952,1.1311185359954834,0.04,-0.098,1.012,-0.556,-73.23698000646725
-0.013,0.952,1.1314258575439453,0.009,-0.028,1.006,-0.416,-73.23698000646725
-0.012,1.302,1.131748914718628,0.037,0.007,1.012,-0.486,-73.23698000646725
-0.012,0.882,1.1320576667785645,0.043,0.007,1.018,-0.521,-73.21487852078441
-0.011,1.127,1.1419987678527832,0.038,-0.133,1.012,-0.311,-73.21487852078441
-0.012,1.127,1.7322430610656738,0.037,0.042,1.012,-0.591,-73.21487852078441
-0.014,1.127,1.7347111701965332,0.035,0.147,1.012,-0.381,-74.03525208743226
-0.01,0.952,1.735135555267334,0.036,-0.168,1.01,-0.521,-74.03525208743226
-0.01,1.022,1.7354710102081299,0.038,0.007,1.014,-0.521,-74.03525208743226
-0.016,1.372,1.7357501983642578,0.038,0.042,1.01,-0.591,-74.03525208743226
-0.016,1.337,1.73604416847229,0.037,-0.028,1.01,-0.591,-74.03525208743226
-0.01,1.232,1.7362926006317139,0.032,-0.168,1.008,-0.486,-74.03525208743226
-0.009,1.022,1.7365281581878662,0.037,-0.063,1.012,-0.486,-74.03525208743226
-0.013,1.057,1.7367594242095947,0.031,0.007,1.009,-0.451,-74.03525208743226
-0.014,0.917,1.7370026111602783,0.038,-0.098,1.013,-0.556,-73.54710361560565
-0.009,1.267,1.737241506576538,0.037,-0.063,1.01,-0.591,-73.54710361560565
-0.012,0.777,2.3322205543518066,0.039,0.112,1.013,-0.381,-73.54710361560565
-0.013,1.267,2.334763526916504,0.038,0.007,1.014,-0.486,-73.97371730606619
-0.013,0.812,2.3353052139282227,0.032,-0.028,1.007,-0.521,-73.97371730606619
-0.01,1.162,2.335648775100708,0.036,-0.028,1.011,-0.311,-73.97371730606619
-0.012,1.057,2.3359692096710205,0.041,0.182,1.014,-0.591,-73.97371730606619
-0.011,0.952,2.3362724781036377,0.033,-0.063,1.008,-0.381,-73.97371730606619
-0.01,1.092,2.3365774154663086,0.04,-0.098,1.015,-0.451,-73.97371730606619
-0.011,0.812,2.336866617202759,0.035,0.042,1.012,-0.556,-73.97371730606619
-0.011,1.197,2.3371853828430176,0.037,-0.098,1.013,-0.346,-74.58935664638445
-0.011,1.127,2.3374977111816406,0.036,0.007,1.011,-0.591,-74.58935664638445
-0.014,1.127,2.3378307819366455,0.032,-0.098,1.009,-0.171,-74.58935664638445
-0.011,1.197,2.342700242996216,0.041,-0.063,1.013,-0.416,-74.58935664638445
-0.015,1.162,2.9666433334350586,0.036,-0.098,1.009,-0.416,-74.58935664638445
-0.016,1.057,2.9674224853515625,0.034,-0.028,1.011,-0.556,-73.15565938981138
-0.01,0.882,2.969905138015747,0.036,0.077,1.011,-0.556,-73.15565938981138
-0.013,1.092,2.9703593254089355,0.036,-0.098,1.01,-0.416,-73.15565938981138
-0.013,1.197,2.9707252979278564,0.037,0.042,1.012,-0.416,-73.75867201428363
-0.011,0.777,2.971104383468628,0.039,0.007,1.012,-0.381,-73.75867201428363
-0.011,1.197,2.971424102783203,0.041,-0.133,1.013,-0.451,-73.75867201428363
-0.014,0.987,2.971715211868286,0.03,0.007,1.007,-0.486,-73.75867201428363
-0.012,1.197,2.9719934463500977,0.036,-0.063,1.013,-0.486,-73.75867201428363
-0.01,1.057,2.9722652435302734,0.043,0.007,1.015,-0.521,-73.75867201428363
-0.013,1.022,2.972536087036133,0.034,-0.028,1.009,-0.416,-73.75867201428363
-0.012,1.197,2.9727985858917236,0.04,0.112,1.013,-0.486,-73.75867201428363
-0.012,0.917,3.6085169315338135,0.037,-0.098,1.011,-0.381,-73.75867201428363
-0.015,0.847,3.6108360290527344,0.047,-0.413,1.008,-0.276,-74.68089943686738
-0.003,2.352,3.6112194061279297,0.054,-0.098,1.01,-0.591,-74.68089943686738
-0.052,2.107,3.6115145683288574,0.013,1.092,0.99,-0.171,-74.68089943686738
-0.001,1.757,3.611788749694824,-0.008,0.182,0.99,-0.171,-74.68089943686738
-0.016,-0.448,3.6120998859405518,0.066,-1.043,1.028,-1.081,-74.68089943686738
0.027,4.802,3.612407922744751,0.08,0.287,1.014,0.144,-74.68089943686738
-0.033,1.022,3.612658739089966,0.006,-0.623,0.967,0.669,-74.68089943686738
0.005,2.072,3.6128954887390137,0.045,0.532,1.038,-0.871,-74.53461596039054
-0.038,2.982,3.6131370067596436,0.066,0.147,1.017,0.214,-74.53461596039054
-0.011,1.862,3.61337947845459,0.033,-0.833,1.005,-0.416,-74.53461596039054
0.0,1.477,3.613623857498169,0.06,-0.413,0.993,-1.046,-74.53461596039054
-0.024,0.987,4.269556522369385,0.016,-0.308,1.017,0.039,-74.53461596039054
-0.016,1.127,4.271833419799805,0.029,-0.378,1.011,-0.066,-74.2493333653826
-0.003,1.057,4.272337198257446,0.037,0.077,1.018,-0.906,-74.2493333653826
-0.018,1.127,4.272694826126099,0.045,0.287,1.004,-0.766,-74.2493333653826
-0.01,0.462,4.273031234741211,0.037,0.602,1.005,-0.486,-74.2493333653826
-0.012,1.232,4.27337121963501,0.031,-0.063,1.016,-0.241,-74.2493333653826
-0.017,0.182,4.273699522018433,0.027,0.007,1.014,-0.346,-74.2493333653826
-0.035,3.087,4.274017810821533,0.046,-0.763,1.004,-0.346,-74.2493333653826
-0.003,1.547,4.274335861206055,0.049,-0.448,1.024,0.144,-74.2493333653826
-0.003,1.197,4.2746710777282715,0.035,1.232,1.014,-0.136,-74.2493333653826
-0.024,1.372,4.274988889694214,0.02,0.742,1.011,-1.151,-73.75045634463332
-0.012,2.002,4.828864812850952,0.058,-0.798,1.008,-0.031,-73.75045634463332
-0.006,0.952,4.831149578094482,0.052,0.357,1.009,-0.696,-74.09444025243087
0.015,-0.903,4.83155369758606,0.028,0.287,1.006,-0.696,-74.09444025243087
-0.017,1.127,4.831897974014282,0.028,-1.428,1.007,-0.486,-74.5039953039108
0.001,0.322,4.832228422164917,0.012,1.022,1.016,-0.521,-75.16776003896152
-0.03,0.987,4.832549571990967,0.04,0.252,1.002,-0.801,-75.16776003896152
-0.03,1.162,4.832860946655273,0.04,-0.378,1.001,-0.451,-75.16776003896152
-0.006,0.007,4.833184719085693,0.038,-0.448,1.005,0.074,-75.16776003896152
-0.008,2.037,4.83355188369751,0.027,0.007,1.025,-0.731,-75.16776003896152
-0.013,0.427,4.833888530731201,0.035,0.322,1.012,-0.801,-75.16776003896152
-0.01,1.302,4.834206581115723,0.048,-0.028,1.011,-0.241,-75.16776003896152
-0.024,0.987,5.488954067230225,0.046,0.322,1.021,-0.731,-75.16776003896152
-0.036,2.772,5.491480350494385,0.046,1.022,1.03,0.004,-74.43159928808466
-0.024,-0.518,5.49202561378479,0.059,-0.378,0.988,-0.451,-74.43159928808466
-0.024,-0.518,5.492439031600952,0.059,-0.378,0.988,-0.241,-74.43159928808466
0.024,1.092,5.4927978515625,0.058,-0.588,1.03,-0.731,-74.43159928808466
-0.005,0.147,5.49315071105957,0.06,-0.938,1.041,-0.241,-74.43159928808466
-0.017,1.057,5.493510484695435,0.052,0.987,1.007,-0.556,-74.3016987719028
-0.005,1.267,5.493861436843872,0.032,0.252,0.975,-0.276,-74.3016987719028
-0.02,-0.203,5.4942262172698975,0.064,-0.273,0.999,-1.011,-74.3016987719028
-0.021,3.017,5.494607210159302,0.014,-0.938,1.059,-0.031,-74.3016987719028
0.003,-1.113,5.49495267868042,0.05,-0.798,1.026,-0.731,-74.3016987719028
0.01,1.792,5.4952051639556885,0.066,0.672,1.035,-0.171,-74.3016987719028
-0.023,1.057,6.106802225112915,0.052,1.582,0.994,-0.276,-74.3016987719028
-0.011,0.847,6.107393026351929,0.037,-0.273,1.015,0.389,-73.72204067017498
-0.02,1.477,6.107714891433716,0.021,0.182,1.012,-0.661,-73.72204067017498
-0.022,0.987,6.107980966567993,0.044,0.147,1.0,-0.486,-73.96833210458614
-0.019,2.072,6.108224630355835,0.044,-0.028,1.015,-0.521,-73.96833210458614
-0.009,0.112,6.108587980270386,0.015,-0.448,1.008,0.074,-73.96833210458614
0.002,0.007,6.108966827392578,0.036,-0.448,1.01,-0.556,-73.96833210458614
-0.003,-0.238,6.109405517578125,0.046,0.042,1.031,-0.941,-73.96833210458614
-0.02,1.407,6.111684560775757,0.032,0.812,1.016,0.004,-73.96833210458614
-0.032,1.302,6.111980438232422,0.063,0.252,1.009,-0.276,-73.96833210458614
-0.018,1.652,6.112308502197266,0.056,-1.113,1.029,-0.871,-73.96833210458614
-0.03,0.147,6.112793684005737,0.043,-0.658,1.014,0.004,-73.96833210458614
-0.023,-0.203,6.719988822937012,0.043,0.427,1.008,-0.871,-74.04907255057985
-0.021,1.827,6.722658157348633,0.043,0.567,1.01,-0.486,-72.91529376631371
-0.012,0.252,6.723165512084961,0.042,-0.833,0.999,0.004,-72.91529376631371
-0.004,1.862,6.723503112792969,0.049,-1.498,1.016,0.004,-72.91529376631371
0.027,0.147,6.7237632274627686,0.017,0.847,1.013,-1.116,-72.91529376631371
-0.01,0.497,6.724005460739136,0.055,2.212,1.018,-0.836,-72.91529376631371
-0.029,0.567,6.7242372035980225,0.021,-0.483,1.01,-0.801,-72.91529376631371
-0.008,0.322,6.7244648933410645,0.032,-0.868,0.995,0.039,-72.91529376631371
0.007,0.672,6.72469162940979,0.031,0.322,1.023,-1.046,-72.91529376631371
-0.011,-0.833,6.724921941757202,0.038,0.707,1.015,-1.291,-72.91529376631371
-0.027,1.932,6.725253105163574,0.018,0.882,0.992,-0.136,-74.52498843665057
-0.013,1.057,6.725959777832031,0.037,-0.378,1.01,-0.696,-74.52498843665057
-0.011,0.742,7.3259437084198,0.016,-0.658,1.0,-0.731,-74.52498843665057
0.002,-0.028,7.32675838470459,0.043,0.287,1.022,-0.521,-74.43326066259243
-0.011,1.722,7.3272545337677,0.03,0.077,1.005,-0.591,-74.43326066259243
-0.013,1.267,7.327661752700806,0.041,-0.588,1.006,-0.836,-74.43326066259243
-0.011,1.652,7.3280439376831055,0.043,-0.273,1.02,-0.451,-74.43326066259243
-0.013,1.092,7.328429460525513,0.023,0.007,1.009,-0.241,-74.43326066259243
-0.023,1.407,7.32881236076355,0.025,-0.133,1.011,-0.171,-74.43326066259243
-0.011,1.582,7.329178810119629,0.029,-0.238,1.006,-0.381,-74.43326066259243
-0.015,0.812,7.329550743103027,0.028,0.007,1.0,-0.556,-74.2493333653826
-0.007,0.987,7.329949378967285,0.031,0.077,1.006,-0.661,-74.2493333653826
-0.016,0.777,7.33252215385437,0.038,0.462,1.007,-0.311,-74.2493333653826
-0.006,1.302,7.332984685897827,0.03,-0.273,1.004,-0.381,-74.2493333653826
-0.004,1.162,7.938238143920898,0.041,0.042,1.007,-0.591,-74.2493333653826
-0.009,0.952,7.938910961151123,0.055,0.637,1.014,-0.696,-74.36561045946533
-0.021,0.707,7.941038370132446,0.045,0.182,1.016,-0.416,-74.36561045946533
-0.014,0.637,7.9414637088775635,0.011,-0.308,1.002,-0.241,-74.36561045946533
-0.003,1.127,7.941838502883911,0.052,-0.273,1.015,-0.451,-74.36561045946533
-0.012,1.127,7.9421751499176025,0.06,0.182,1.026,-0.276,-74.36561045946533
-0.017,0.357,7.94250750541687,0.015,-0.098,1.013,-0.556,-74.03510247303886
-0.008,1.547,7.942840814590454,0.048,0.042,1.005,-0.451,-74.03510247303886
-0.009,0.987,7.943163156509399,0.037,0.322,1.011,-0.661,-74.03510247303886
-0.011,0.952,7.943482398986816,0.036,0.357,1.016,-0.451,-74.03510247303886
-0.006,1.057,7.943798065185547,0.031,-0.238,1.006,-0.381,-74.03510247303886
-0.012,1.512,7.944117546081543,0.038,0.182,1.005,-0.381,-74.03510247303886
-0.014,0.567,8.512434482574463,0.037,0.357,1.015,-0.591,-74.03510247303886
-0.035,1.512,8.515008687973022,0.032,-0.028,1.022,-0.346,-74.5030233376855
-0.01,-0.168,8.515440940856934,0.059,-1.778,0.998,-0.381,-74.5030233376855
0.019,2.107,8.515739917755127,0.042,0.602,1.019,-0.766,-74.5030233376855
-0.032,0.847,8.5160231590271,0.04,0.252,1.011,-1.046,-74.5030233376855
-0.009,0.847,8.516312599182129,0.044,-0.728,1.002,0.004,-74.5030233376855
0.003,1.862,8.516579389572144,0.025,-0.693,0.994,-0.311,-74.26663634221156
0.008,0.147,8.516848802566528,0.03,0.287,0.994,-0.206,-74.26663634221156
-0.02,2.037,8.517107963562012,0.038,0.672,1.017,-0.871,-74.26663634221156
-0.021,1.372,8.517388105392456,0.04,-0.343,1.017,-0.346,-74.26663634221156
-0.014,0.462,8.517665147781372,0.033,-0.448,1.011,-0.416,-74.26663634221156
-0.003,1.162,9.079582452774048,0.049,0.427,1.017,-0.346,-74.26663634221156
-0.018,0.357,9.080365657806396,0.028,-0.063,1.013,-0.031,-74.56645638945648
-0.003,1.337,9.082605361938477,0.041,0.287,1.011,-0.661,-74.56645638945648
-0.003,0.847,9.082968950271606,0.037,0.427,1.01,-0.381,-74.56645638945648
-0.025,0.427,9.083280801773071,0.03,0.322,1.005,-0.591,-74.56645638945648
-0.003,0.672,9.083541870117188,0.041,-0.623,1.006,-0.731,-74.56645638945648
-0.004,0.392,9.083779096603394,0.028,-0.483,1.015,-0.486,-74.56645638945648
-0.02,1.372,9.08401083946228,0.048,0.357,1.024,-0.451,-74.56645638945648
-0.017,0.462,9.084240913391113,0.042,0.112,1.005,-0.731,-74.56645638945648
-0.004,0.812,9.084510087966919,0.027,0.112,0.999,-0.486,-75.84005048992236
-0.016,1.092,9.084830522537231,0.047,0.532,1.015,-0.556,-75.84005048992236
-0.015,0.672,9.08517050743103,0.041,-0.168,1.016,-0.311,-75.84005048992236
-0.013,1.232,9.690197229385376,0.031,-0.553,1.016,-0.661,-75.84005048992236
-0.017,1.127,9.69079303741455,0.035,-0.168,1.006,-0.276,-74.19228679203944
-0.013,2.247,9.692732572555542,0.045,0.252,1.021,-0.381,-74.19228679203944
-0.013,0.182,9.6930410861969,0.04,-0.273,1.01,-0.556,-74.19228679203944
-0.007,1.232,9.693337440490723,0.034,0.042,1.013,-0.381,-74.19228679203944
-0.009,1.337,9.69360876083374,0.045,0.077,1.013,-0.486,-74.19228679203944
-0.007,-0.028,9.69392728805542,0.037,0.077,1.008,-0.626,-74.19228679203944
-0.01,2.282,9.694298028945923,0.031,-0.203,1.013,-0.451,-74.85164349545381
-0.014,0.322,9.694666862487793,0.044,-0.098,1.006,-0.591,-74.85164349545381
-0.01,0.847,9.69504690170288,0.043,0.462,1.015,-0.521,-74.85164349545381
-0.017,1.617,9.69543719291687,0.028,-0.168,1.013,-0.486,-74.85164349545381
-0.008,-0.273,9.69581389427185,0.051,0.042,1.004,-0.661,-74.85164349545381
-0.006,0.987,10.330842971801758,0.023,0.322,1.009,-0.661,-74.85164349545381
-0.018,0.672,10.331416845321655,0.05,0.672,1.026,-0.871,-74.53338001602609
-0.01,-0.168,10.333769083023071,0.016,-0.868,0.997,-0.591,-74.4802540633861
-0.014,2.562,10.334168434143066,0.033,-0.273,1.017,-0.451,-74.4802540633861
0.017,0.742,10.334464073181152,0.046,0.882,1.022,-0.801,-74.4802540633861
-0.008,2.492,10.334743976593018,0.035,1.617,1.034,-0.311,-74.4802540633861
-0.049,0.812,10.335012435913086,0.028,1.372,0.998,0.284,-74.4802540633861
-0.001,1.722,10.335272550582886,0.026,-1.708,0.993,-1.151,-74.4802540633861
0.05,0.567,10.335594654083252,0.019,-0.868,1.008,-1.011,-74.4802540633861
0.003,1.792,10.335934162139893,0.048,1.022,1.044,0.214,-74.4802540633861
-0.035,1.897,10.336403846740723,0.01,0.637,1.002,-0.416,-74.4802540633861
-0.038,1.547,10.33675765991211,0.029,-0.203,0.992,-0.626,-74.4802540633861
0.014,1.722,10.970409870147705,0.043,-0.973,1.0,-0.311,-75.55156379067121
0.0,1.337,10.971107482910156,0.041,0.707,0.993,-1.186,-74.10525353246243
-0.025,1.057,10.973107099533081,0.017,1.127,1.006,-0.171,-74.10525353246243
-0.033,0.567,10.973471879959106,0.035,-0.448,1.02,-0.906,-74.10525353246243
-0.006,1.197,10.973766088485718,0.043,-0.623,1.033,-1.046,-74.10525353246243
-0.004,1.022,10.974034786224365,0.024,0.007,0.995,0.109,-74.10525353246243
-0.014,0.847,10.97429871559143,0.037,0.497,1.009,-0.661,-75.21809421058173
-0.03,1.477,10.974563121795654,0.048,-0.798,1.028,-0.731,-75.21809421058173
-0.0,0.952,10.9748215675354,0.042,0.357,1.019,-0.556,-75.21809421058173
-0.019,0.532,10.975079774856567,0.035,0.987,1.009,-0.556,-75.21809421058173
-0.036,1.512,10.975338220596313,0.042,-0.413,0.999,-0.206,-75.21809421058173
-0.008,1.862,10.975598573684692,-0.001,-1.218,0.998,-0.661,-75.21809421058173
-0.029,1.197,11.63044786453247,0.047,-0.028,1.017,-0.031,-75.21809421058173
-0.022,0.882,11.632912158966064,0.009,-0.063,1.004,-0.556,-74.46071361079
0.006,1.267,11.6334810256958,0.058,-0.238,1.016,-0.416,-74.46071361079
-0.015,1.197,11.633909702301025,0.027,0.427,1.013,0.039,-74.46071361079
-0.026,2.282,11.634272336959839,0.041,-0.623,1.017,-0.416,-74.46071361079
0.012,-0.623,11.634690046310425,0.025,-0.658,1.005,-0.766,-74.46071361079
-0.006,2.107,11.635081768035889,0.044,0.987,1.014,-0.136,-74.46071361079
-0.028,0.707,11.635403394699097,0.034,-0.518,1.013,-0.696,-74.46071361079
-0.019,1.372,11.63568663597107,0.045,-0.343,1.007,0.074,-74.16644424497449
-0.003,0.882,11.636050701141357,0.039,-0.098,1.024,-0.591,-74.16644424497449
-0.011,0.847,11.6364004611969,0.042,-0.413,1.016,-0.836,-74.16644424497449
-0.015,1.057,12.252091646194458,0.046,0.462,1.005,-0.381,-74.16644424497449
-0.011,1.232,12.254413843154907,0.034,-0.133,1.015,-0.206,-74.10743944668803
-0.02,1.967,12.25477123260498,0.023,-0.133,1.015,-0.346,-74.10743944668803
-0.012,0.182,12.255038738250732,0.029,-0.308,1.008,-0.696,-74.10743944668803
-0.014,1.477,12.2552809715271,0.033,-0.448,1.012,-0.066,-74.10743944668803
0.0,0.672,12.255513191223145,0.024,0.147,1.02,-0.486,-73.86844417865687
-0.029,1.267,12.25574517250061,0.051,0.112,1.016,-0.416,-73.86844417865687
-0.013,1.162,12.25597071647644,0.023,-0.133,1.007,-0.416,-73.86844417865687
-0.013,1.372,12.2561936378479,0.044,-0.448,1.014,-0.346,-73.86844417865687
-0.01,1.162,12.256419658660889,0.042,0.042,1.011,-0.416,-73.86844417865687
-0.011,1.372,12.25664496421814,0.022,0.007,1.017,-0.591,-73.86844417865687
-0.006,1.092,12.931723833084106,0.032,0.042,1.019,-0.206,-73.86844417865687
-0.016,1.022,12.932390928268433,0.039,0.252,1.016,-0.591,-75.1029415203142
-0.02,1.127,12.93477749824524,0.027,-0.098,1.008,-0.241,-75.1029415203142
-0.006,0.532,12.93516230583191,0.04,-0.308,1.009,-0.661,-75.1029415203142
-0.02,1.897,12.935433626174927,0.037,-0.028,1.017,-0.346,-75.1029415203142
-0.021,1.092,12.935693740844727,0.036,-0.203,1.024,-0.486,-75.1029415203142
-0.01,0.637,12.935944080352783,0.043,0.672,1.007,-0.696,-74.29747600327318
-0.01,0.637,12.936188697814941,0.043,0.672,1.007,-0.521,-74.29747600327318
