ay,comp,vz,vx,time,az,ax,vy
-0.009,-72.96254336111286,-0.521,-0.028,47.73941230773926,1.016,0.042,1.057
-0.013,-72.99990554636125,-0.521,0.007,47.74174427986145,1.012,0.036,0.952
-0.011,-72.99990554636125,-0.451,-0.168,47.742085456848145,1.011,0.036,0.882
-0.011,-72.99990554636125,-0.451,0.077,47.74234938621521,1.012,0.036,1.022
-0.011,-72.99990554636125,-0.486,0.077,47.742613554000854,1.009,0.034,1.092
-0.015,-72.99990554636125,-0.556,0.147,47.742870807647705,1.014,0.039,0.882
-0.013,-72.99990554636125,-0.311,0.007,47.74311566352844,1.013,0.039,0.952
-0.012,-72.99990554636125,-0.346,-0.063,47.743359327316284,1.009,0.034,1.197
-0.014,-72.99990554636125,-0.451,0.007,47.743614196777344,1.01,0.033,0.882
-0.01,-72.99990554636125,-0.241,-0.063,47.743863105773926,1.012,0.036,1.092
-0.01,-73.10260411086631,-0.486,-0.063,47.744099617004395,1.012,0.042,1.092
-0.011,-73.10260411086631,-0.661,0.147,48.37539052963257,1.013,0.034,0.812
-0.013,-73.33652091711207,-0.556,-0.028,48.37787699699402,1.013,0.041,0.602
-0.011,-73.33652091711207,-0.381,0.007,48.378283739089966,1.011,0.034,0.987
-0.012,-73.33652091711207,-0.556,0.112,48.37865877151489,1.009,0.036,0.917
-0.013,-73.33652091711207,-0.381,0.007,48.378987550735474,1.01,0.037,0.987
-0.014,-73.33652091711207,-0.556,0.112,48.37930965423584,1.012,0.039,1.302
-0.012,-72.69468072190433,-0.346,0.042,48.37967872619629,1.009,0.036,0.882
-0.014,-72.69468072190433,-0.416,-0.168,48.3800003528595,1.012,0.038,1.057
-0.011,-72.69468072190433,-0.521,0.007,48.380311012268066,1.013,0.041,0.987
-0.012,-72.69468072190433,-0.451,0.007,48.38062262535095,1.013,0.038,0.812
-0.015,-72.69468072190433,-0.486,0.077,48.380924463272095,1.01,0.034,1.057
-0.011,-72.69468072190433,-0.486,-0.133,48.38124060630798,1.01,0.035,0.917
-0.011,-72.69468072190433,-0.381,-0.133,49.032936096191406,1.011,0.036,0.987
-0.01,-73.88876611089152,-0.451,-0.028,49.03526544570923,1.007,0.034,1.127
-0.014,-73.88876611089152,-0.556,0.042,49.03560447692871,1.016,0.04,1.092
-0.014,-73.88876611089152,-0.381,0.007,49.035863399505615,1.009,0.034,0.952
-0.011,-73.88876611089152,-0.416,-0.028,49.036104679107666,1.013,0.038,0.917
-0.01,-73.88876611089152,-0.521,0.077,49.03635215759277,1.016,0.035,1.057
-0.011,-73.88876611089152,-0.451,0.042,49.03658580780029,1.013,0.036,0.917
-0.01,-73.88876611089152,-0.556,-0.063,49.036816358566284,1.007,0.03,0.917
-0.011,-73.88876611089152,-0.451,-0.028,49.037116050720215,1.009,0.035,1.057
-0.014,-73.0733382973815,-0.521,0.077,49.03740310668945,1.011,0.039,1.162
-0.015,-73.0733382973815,-0.451,-0.133,49.03767156600952,1.01,0.04,0.952
-0.01,-73.0733382973815,-0.381,-0.063,49.042285203933716,1.01,0.036,1.127
-0.011,-73.0733382973815,-0.556,0.042,49.67216682434082,1.01,0.036,0.952
-0.011,-73.46697568283719,-0.556,-0.133,49.67435956001282,1.014,0.041,0.917
-0.013,-73.46697568283719,-0.451,0.042,49.67474436759949,1.01,0.038,1.232
-0.011,-73.13984021780082,-0.556,-0.028,49.675039291381836,1.012,0.039,0.812
-0.011,-73.13984021780082,-0.486,0.112,49.675437927246094,1.009,0.036,1.022
-0.012,-73.13984021780082,-0.556,-0.028,49.67576289176941,1.016,0.04,0.987
-0.011,-73.13984021780082,-0.521,-0.098,49.67613196372986,1.007,0.032,1.022
-0.011,-73.13984021780082,-0.416,0.112,49.67649245262146,1.012,0.039,1.057
-0.012,-73.13984021780082,-0.451,-0.028,49.67692947387695,1.011,0.035,0.847
-0.011,-73.13984021780082,-0.416,0.007,49.67729640007019,1.01,0.037,1.022
-0.011,-73.13984021780082,-0.486,-0.028,49.677677154541016,1.01,0.037,1.162
-0.011,-73.13984021780082,-0.486,0.007,50.32495331764221,1.012,0.034,0.917
-0.007,-73.1683312417585,-0.416,-0.168,50.325568199157715,1.012,0.039,1.022
-0.014,-73.1683312417585,-0.416,-0.063,50.32767724990845,1.011,0.034,1.022
-0.014,-73.1683312417585,-0.486,-0.063,50.32799744606018,1.011,0.039,0.742
-0.008,-73.1683312417585,-0.346,-0.168,50.32829928398132,1.016,0.046,1.092
-0.015,-73.1683312417585,-0.556,0.112,50.328558683395386,1.009,0.031,0.952
-0.013,-73.1683312417585,-0.416,0.252,50.328798055648804,1.01,0.033,0.952
-0.011,-73.58311302282036,-0.451,-0.133,50.3290319442749,1.014,0.038,1.302
-0.011,-73.58311302282036,-0.556,-0.168,50.32926821708679,1.011,0.036,1.022
-0.013,-73.58311302282036,-0.381,-0.098,50.329503536224365,1.014,0.039,1.162
-0.015,-73.58311302282036,-0.346,-0.168,50.32973575592041,1.012,0.035,1.162
-0.01,-73.58311302282036,-0.521,-0.133,50.330098390579224,1.009,0.033,1.057
-0.011,-73.58311302282036,-0.276,0.077,50.98739004135132,1.01,0.036,1.022
-0.009,-73.3141906117251,-0.416,-0.168,50.98804593086243,1.012,0.037,0.882
-0.011,-73.3141906117251,-0.381,0.077,50.990142822265625,1.01,0.034,1.162
-0.015,-73.3141906117251,-0.451,0.112,50.99044847488403,1.011,0.033,0.707
-0.013,-73.3141906117251,-0.521,-0.063,50.99074149131775,1.014,0.041,0.882
-0.01,-73.3141906117251,-0.276,0.077,50.991039991378784,1.013,0.037,0.987
-0.015,-73.3141906117251,-0.416,0.077,50.99129772186279,1.009,0.034,1.022
-0.012,-73.3141906117251,-0.521,-0.098,50.991554737091064,1.014,0.042,0.812
-0.01,-73.3141906117251,-0.206,-0.133,50.99180340766907,1.014,0.039,1.162
-0.015,-73.40641326648742,-0.486,0.252,50.992045402526855,1.008,0.035,0.917
-0.014,-73.40641326648742,-0.346,-0.028,50.992287397384644,1.01,0.035,0.847
-0.01,-73.40641326648742,-0.451,-0.063,50.99252986907959,1.01,0.04,0.882
-0.012,-73.40641326648742,-0.346,-0.028,51.63806343078613,1.014,0.035,1.057
-0.012,-73.01079590371161,-0.416,-0.028,51.63870286941528,1.011,0.036,1.337
-0.016,-73.01079590371161,-0.416,-0.028,51.63904047012329,1.009,0.032,0.882
-0.016,-72.7339298705941,-0.276,-0.098,51.64101839065552,1.011,0.038,1.057
-0.009,-72.7339298705941,-0.556,0.077,51.64131832122803,1.011,0.037,1.092
-0.013,-72.7339298705941,-0.381,0.007,51.64158248901367,1.012,0.039,0.987
-0.013,-72.7339298705941,-0.381,-0.028,51.64183497428894,1.014,0.04,1.162
-0.011,-72.7339298705941,-0.661,0.007,51.64208364486694,1.01,0.035,0.777
-0.012,-72.7339298705941,-0.416,0.077,51.64232802391052,1.009,0.035,0.742
-0.012,-72.7339298705941,-0.451,0.042,51.64261341094971,1.011,0.035,0.987
-0.015,-72.7339298705941,-0.311,-0.133,51.642916202545166,1.014,0.039,0.917
-0.009,-72.7339298705941,-0.486,0.042,51.64320683479309,1.01,0.033,0.812
-0.011,-72.7339298705941,-0.486,0.007,52.30685758590698,1.013,0.039,1.127
-0.012,-73.09119770512739,-0.416,0.042,52.30924844741821,1.014,0.038,0.952
-0.014,-73.09119770512739,-0.381,-0.028,52.30958890914917,1.008,0.034,0.917
-0.009,-73.09119770512739,-0.416,-0.133,52.309847354888916,1.01,0.04,0.987
-0.013,-73.09119770512739,-0.486,0.112,52.310187578201294,1.013,0.038,1.092
-0.014,-73.8896240283795,-0.591,0.077,52.3105263710022,1.012,0.037,1.162
-0.012,-73.8896240283795,-0.171,-0.203,52.31081938743591,1.008,0.032,1.092
-0.013,-73.8896240283795,-0.451,0.042,52.31113600730896,1.013,0.043,1.127
-0.013,-73.8896240283795,-0.451,0.112,52.311447858810425,1.016,0.046,0.707
-0.013,-73.8896240283795,-0.311,-0.133,52.31175780296326,1.015,0.042,1.022
-0.009,-73.8896240283795,-0.486,-0.098,52.31207537651062,1.008,0.031,1.127
-0.015,-73.8896240283795,-0.346,0.112,52.31238603591919,1.01,0.038,0.672
-0.016,-73.8896240283795,-0.556,-0.028,52.96371388435364,1.011,0.038,1.127
-0.012,-73.83693319926007,-0.556,-0.063,52.96615290641785,1.016,0.04,1.162
-0.012,-73.83693319926007,-0.556,-0.028,52.96658706665039,1.01,0.037,0.812
-0.01,-73.83693319926007,-0.451,0.042,52.96686339378357,1.012,0.04,1.057
-0.013,-73.83693319926007,-0.486,-0.028,52.967111110687256,1.014,0.039,1.197
-0.009,-73.83693319926007,-0.416,-0.133,52.96746325492859,1.013,0.036,0.847
-0.009,-73.83693319926007,-0.486,0.007,52.967788219451904,1.01,0.035,1.232
-0.015,-74.07170051179227,-0.521,0.112,52.96804857254028,1.015,0.041,0.742
-0.014,-74.07170051179227,-0.556,0.077,52.96829628944397,1.009,0.034,1.127
-0.012,-74.07170051179227,-0.521,-0.133,52.96853470802307,1.014,0.044,0.742
-0.009,-74.07170051179227,-0.381,-0.063,52.96877408027649,1.013,0.039,1.022
-0.017,-74.07170051179227,-0.661,0.112,52.97036671638489,1.008,0.032,0.917
-0.011,-74.07170051179227,-0.451,-0.133,53.60846018791199,1.013,0.038,1.057
-0.013,-73.01510510274622,-0.591,0.147,53.61087965965271,1.009,0.031,0.987
-0.013,-73.01510510274622,-0.486,-0.063,53.61125206947327,1.012,0.04,1.127
-0.01,-73.01510510274622,-0.346,-0.098,53.61161947250366,1.014,0.042,0.987
-0.009,-73.01510510274622,-0.556,-0.028,53.611926555633545,1.01,0.032,1.232
-0.016,-73.01510510274622,-0.381,0.112,53.612221479415894,1.011,0.038,0.707
-0.011,-73.01510510274622,-0.416,-0.168,53.61251211166382,1.012,0.039,1.092
-0.009,-73.01510510274622,-0.591,-0.063,53.61279511451721,1.012,0.037,0.987
-0.014,-73.01510510274622,-0.416,0.112,53.61308312416077,1.012,0.038,1.127
-0.016,-73.01510510274622,-0.556,0.112,53.61335492134094,1.011,0.034,1.022
-0.012,-73.01510510274622,-0.521,-0.028,53.613605976104736,1.011,0.035,0.917
-0.01,-73.5672278799299,-0.486,0.077,54.26745080947876,1.013,0.041,1.092
-0.01,-72.86291656991172,-0.276,0.007,54.26985025405884,1.012,0.032,1.162
-0.012,-72.86291656991172,-0.486,0.042,54.270339250564575,1.013,0.042,0.917
-0.012,-72.86291656991172,-0.381,-0.063,54.270721435546875,1.011,0.034,1.127
-0.012,-72.96790633345664,-0.591,0.042,54.27107095718384,1.01,0.036,1.092
-0.013,-72.96790633345664,-0.346,0.077,54.271406412124634,1.011,0.035,0.812
-0.015,-72.96790633345664,-0.416,0.112,54.27173328399658,1.011,0.035,1.127
-0.013,-72.96790633345664,-0.486,-0.028,54.27206039428711,1.008,0.034,0.882
-0.009,-72.96790633345664,-0.346,-0.063,54.2723822593689,1.013,0.039,0.882
-0.012,-72.96790633345664,-0.591,-0.063,54.27270460128784,1.01,0.032,1.232
-0.014,-72.96790633345664,-0.486,0.042,54.273025035858154,1.009,0.034,0.917
-0.014,-72.96790633345664,-0.521,0.007,54.2733416557312,1.012,0.04,1.127
-0.012,-72.96790633345664,-0.486,-0.028,54.98673892021179,1.01,0.037,0.987
-0.014,-73.65521033078868,-0.416,0.112,54.989338874816895,1.009,0.035,1.162
-0.018,-73.65521033078868,-0.556,-0.098,54.98983359336853,1.012,0.033,0.742
-0.009,-73.65521033078868,-0.451,-0.063,54.99019122123718,1.012,0.036,1.057
-0.01,-73.65521033078868,-0.486,0.042,54.99053168296814,1.009,0.036,1.057
-0.015,-73.65521033078868,-0.486,0.007,54.99084258079529,1.013,0.038,1.057
-0.011,-73.65521033078868,-0.416,-0.028,54.99116921424866,1.01,0.04,0.987
-0.01,-73.65521033078868,-0.591,0.007,54.99149703979492,1.012,0.036,1.092
-0.017,-73.65521033078868,-0.521,0.042,54.991819620132446,1.009,0.041,1.022
-0.012,-73.65521033078868,-0.451,-0.063,54.99213433265686,1.013,0.037,1.162
-0.01,-73.65521033078868,-0.591,0.147,54.99245643615723,1.012,0.036,0.952
-0.011,-73.84945528454725,-0.416,0.042,54.992769956588745,1.015,0.037,1.162
-0.012,-73.84945528454725,-0.556,-0.063,55.64386606216431,1.011,0.038,0.987
-0.014,-73.38889400975366,-0.451,0.007,55.64608860015869,1.01,0.035,0.987
-0.014,-73.38889400975366,-0.556,0.007,55.646490812301636,1.009,0.035,1.022
-0.011,-73.61615994446612,-0.346,-0.098,55.6468288898468,1.013,0.038,0.917
-0.01,-73.61615994446612,-0.556,0.077,55.64717483520508,1.011,0.034,1.232
-0.015,-73.61615994446612,-0.346,0.252,55.647541761398315,1.006,0.034,0.847
-0.014,-73.61615994446612,-0.521,-0.168,55.64782977104187,1.012,0.039,1.127
-0.009,-73.61615994446612,-0.486,0.007,55.648133277893066,1.01,0.036,0.952
-0.011,-73.61615994446612,-0.486,0.112,55.64840865135193,1.012,0.036,1.127
-0.016,-73.61615994446612,-0.556,-0.028,55.648669481277466,1.011,0.038,1.022
-0.011,-73.61615994446612,-0.416,-0.028,55.64892268180847,1.008,0.032,1.057
-0.012,-73.61615994446612,-0.486,0.042,55.65066695213318,1.014,0.038,0.917
-0.014,-73.61615994446612,-0.486,0.042,56.33101725578308,1.008,0.035,1.162
-0.01,-73.37487452028729,-0.451,0.147,56.33161926269531,1.013,0.038,0.847
-0.01,-73.37487452028729,-0.486,0.042,56.333662271499634,1.014,0.04,1.092
-0.009,-73.50577318601991,-0.416,-0.063,56.33400559425354,1.014,0.04,0.917
-0.011,-73.50577318601991,-0.381,-0.028,56.334391832351685,1.009,0.035,1.092
-0.012,-73.50577318601991,-0.591,0.007,56.33478569984436,1.012,0.038,0.882
-0.013,-73.50577318601991,-0.346,-0.238,56.3351514339447,1.014,0.045,1.267
-0.011,-73.50577318601991,-0.416,-0.028,56.335538387298584,1.013,0.041,1.162
-0.011,-73.50577318601991,-0.521,-0.098,56.335930585861206,1.007,0.027,0.777
-0.012,-73.50577318601991,-0.381,-0.028,56.336310386657715,1.012,0.034,1.057
-0.014,-73.50577318601991,-0.521,-0.063,56.33668279647827,1.015,0.039,1.162
-0.013,-73.50577318601991,-0.416,0.077,56.962297439575195,1.007,0.034,1.022
-0.011,-73.78230381639274,-0.591,0.147,56.964592933654785,1.012,0.035,0.777
-0.011,-73.78230381639274,-0.451,-0.168,56.964986085891724,1.01,0.032,1.092
-0.011,-73.78230381639274,-0.451,-0.063,56.96527671813965,1.013,0.04,1.057
-0.014,-73.78230381639274,-0.591,0.007,56.96554708480835,1.013,0.038,0.917
-0.013,-73.78230381639274,-0.381,-0.028,56.96581196784973,1.01,0.036,1.232
-0.012,-73.78230381639274,-0.486,-0.028,56.966068744659424,1.01,0.038,0.987
-0.008,-73.78230381639274,-0.451,0.112,56.96632695198059,1.014,0.036,0.987
-0.009,-73.70777134155657,-0.381,0.077,56.96659588813782,1.009,0.032,1.057
-0.013,-72.53279325358903,-0.486,-0.063,56.966856479644775,1.015,0.044,1.057
-0.012,-72.53279325358903,-0.381,0.007,56.967114210128784,1.008,0.033,0.917
-0.011,-72.53279325358903,-0.626,0.112,56.97143602371216,1.012,0.039,0.882
-0.012,-72.53279325358903,-0.381,-0.098,57.58613181114197,1.008,0.034,1.092
-0.011,-73.02102948365685,-0.416,0.007,57.586841106414795,1.013,0.043,0.952
-0.012,-73.02102948365685,-0.626,0.042,57.58909797668457,1.011,0.036,1.022
-0.014,-73.02102948365685,-0.346,-0.028,57.589484214782715,1.009,0.037,1.022
-0.012,-73.02102948365685,-0.556,0.077,57.58981800079346,1.009,0.034,0.882
-0.011,-73.26958817406452,-0.346,-0.063,57.590144634246826,1.014,0.039,1.022
-0.01,-73.26958817406452,-0.416,-0.063,57.59048080444336,1.014,0.039,0.672
-0.011,-73.26958817406452,-0.521,-0.098,57.59081196784973,1.014,0.039,1.232
-0.011,-73.26958817406452,-0.521,0.007,57.5910758972168,1.007,0.031,0.847
-0.014,-73.26958817406452,-0.416,0.007,57.59134364128113,1.01,0.032,1.092
-0.013,-73.26958817406452,-0.346,-0.098,57.591707944869995,1.011,0.041,1.162
-0.013,-73.26958817406452,-0.416,0.077,57.592907667160034,1.013,0.04,1.057
-0.015,-73.26958817406452,-0.556,0.042,58.230063915252686,1.013,0.038,0.882
-0.01,-73.91956379135097,-0.451,-0.098,58.23065400123596,1.013,0.037,1.092
-0.011,-73.91956379135097,-0.486,0.077,58.23269701004028,1.01,0.035,0.847
-0.01,-73.91956379135097,-0.556,0.007,58.232996463775635,1.011,0.037,1.092
-0.008,-73.91956379135097,-0.521,0.042,58.233256101608276,1.014,0.041,0.952
-0.008,-73.91956379135097,-0.486,-0.028,58.23350501060486,1.014,0.039,1.267
-0.011,-73.91956379135097,-0.416,0.077,58.23374581336975,1.013,0.037,0.987
-0.011,-73.91956379135097,-0.486,-0.133,58.23398733139038,1.013,0.038,1.162
-0.011,-73.91956379135097,-0.556,0.007,58.2342255115509,1.007,0.031,1.092
-0.014,-73.91956379135097,-0.276,0.007,58.23447251319885,1.017,0.045,1.057
-0.014,-73.9339065087359,-0.451,-0.028,58.23471522331238,1.011,0.035,1.197
-0.013,-73.9339065087359,-0.591,0.007,58.234965324401855,1.008,0.032,0.987
-0.011,-73.9339065087359,-0.486,0.042,58.91579580307007,1.008,0.031,1.022
-0.011,-73.77482811329082,-0.591,-0.028,58.91641187667847,1.014,0.039,0.952
-0.011,-73.77482811329082,-0.451,-0.028,58.9184672832489,1.012,0.036,0.987
-0.013,-73.77482811329082,-0.276,-0.133,58.91882514953613,1.013,0.036,1.057
-0.011,-73.77482811329082,-0.451,-0.203,58.91917943954468,1.011,0.038,1.057
-0.01,-73.77482811329082,-0.346,0.077,58.91948938369751,1.012,0.038,0.987
-0.013,-73.77482811329082,-0.416,-0.098,58.919816732406616,1.013,0.034,1.302
-0.01,-73.77482811329082,-0.451,-0.098,58.92011570930481,1.006,0.03,1.092
-0.012,-73.77482811329082,-0.381,0.182,58.92039251327515,1.011,0.043,1.022
-0.016,-73.84321271943429,-0.451,-0.063,58.92064189910889,1.011,0.039,1.267
-0.009,-73.84321271943429,-0.416,-0.063,58.92087960243225,1.013,0.037,0.637
-0.008,-73.84321271943429,-0.521,0.007,58.92235827445984,1.01,0.034,1.162
-0.014,-73.84321271943429,-0.556,-0.063,59.557671785354614,1.01,0.034,1.197
-0.01,-73.57698644094374,-0.521,0.147,59.559929609298706,1.014,0.041,0.917
-0.015,-73.57698644094374,-0.486,-0.098,59.56037211418152,1.01,0.035,1.162
-0.011,-73.57698644094374,-0.521,-0.063,59.56076169013977,1.011,0.036,1.057
-0.011,-73.82203335170479,-0.451,-0.098,59.561142444610596,1.012,0.038,0.952
-0.013,-73.82203335170479,-0.626,0.042,59.56150770187378,1.011,0.037,0.987
-0.014,-73.82203335170479,-0.451,0.112,59.56185698509216,1.014,0.037,0.952
-0.015,-73.82203335170479,-0.416,-0.028,59.562166929244995,1.011,0.038,0.987
-0.013,-73.82203335170479,-0.521,0.007,59.56243419647217,1.013,0.038,1.092
-0.01,-73.82203335170479,-0.346,0.007,59.56268262863159,1.01,0.032,1.092
-0.009,-73.82203335170479,-0.486,-0.028,59.56292986869812,1.018,0.045,1.057
-0.01,-73.82203335170479,-0.451,0.042,59.56317591667175,1.015,0.037,0.847
-0.01,-73.82203335170479,-0.486,0.112,60.26058650016785,1.012,0.037,1.092
-0.013,-74.21627504980302,-0.521,0.077,60.2611620426178,1.011,0.037,0.847
-0.017,-73.34917035895272,-0.451,0.007,60.26323199272156,1.012,0.036,1.092
-0.009,-73.34917035895272,-0.451,-0.098,60.263553857803345,1.013,0.034,0.882
-0.01,-73.34917035895272,-0.591,0.112,60.263829708099365,1.014,0.04,1.057
-0.017,-73.34917035895272,-0.381,-0.028,60.26409029960632,1.01,0.036,0.847
-0.011,-73.34917035895272,-0.416,-0.063,60.26435470581055,1.014,0.036,1.162
-0.009,-73.34917035895272,-0.486,-0.063,60.26461124420166,1.01,0.036,0.812
-0.016,-73.34917035895272,-0.416,0.077,60.26486825942993,1.013,0.038,1.337
-0.013,-73.34917035895272,-0.626,0.042,60.26514768600464,1.012,0.037,1.057
-0.013,-73.34917035895272,-0.416,-0.098,60.265434980392456,1.011,0.035,0.917
-0.011,-73.85617553063733,-0.346,0.042,60.91159009933472,1.01,0.035,1.127
-0.015,-73.67529574303813,-0.451,-0.098,60.91285800933838,1.011,0.034,1.092
-0.014,-73.67529574303813,-0.486,0.007,60.914116621017456,1.012,0.036,0.847
-0.011,-73.67529574303813,-0.276,-0.063,60.91485953330994,1.011,0.038,1.162
-0.012,-73.67529574303813,-0.521,0.042,60.91698408126831,1.011,0.033,1.057
-0.014,-73.2556378991063,-0.451,-0.028,60.91730761528015,1.01,0.035,0.987
-0.012,-73.2556378991063,-0.416,-0.028,60.917612075805664,1.009,0.039,0.987
-0.012,-73.2556378991063,-0.591,0.007,60.91793084144592,1.012,0.038,0.987
-0.013,-73.2556378991063,-0.416,0.147,60.91835880279541,1.014,0.039,1.092
-0.013,-73.2556378991063,-0.521,0.007,60.91870141029358,1.013,0.037,1.302
-0.01,-73.2556378991063,-0.311,-0.133,60.9189989566803,1.007,0.034,0.847
-0.014,-73.2556378991063,-0.486,-0.063,60.921619176864624,1.014,0.037,0.917
-0.013,-73.2556378991063,-0.486,0.077,61.62952375411987,1.017,0.041,1.162
-0.015,-73.18680874808743,-0.486,0.042,61.630229473114014,1.007,0.029,0.952
-0.013,-73.18680874808743,-0.486,-0.098,61.63064169883728,1.009,0.034,0.952
-0.011,-73.37691056408194,-0.521,-0.063,61.63319969177246,1.013,0.041,1.057
-0.013,-73.37691056408194,-0.381,0.007,61.633556842803955,1.015,0.041,1.092
-0.011,-73.37691056408194,-0.486,0.042,61.63389563560486,1.011,0.034,1.022
-0.013,-73.37691056408194,-0.661,-0.063,61.63430404663086,1.005,0.03,1.232
-0.01,-73.37691056408194,-0.381,-0.028,61.63459348678589,1.018,0.047,1.057
-0.013,-73.37691056408194,-0.486,-0.063,61.634843826293945,1.009,0.033,0.987
-0.013,-73.37691056408194,-0.451,0.042,61.635079860687256,1.01,0.038,0.917
-0.011,-73.37691056408194,-0.346,-0.028,61.63531255722046,1.012,0.039,1.057
-0.012,-73.37691056408194,-0.451,-0.063,61.63554072380066,1.01,0.037,0.882
-0.011,-74.01232147895122,-0.521,-0.028,62.340649366378784,1.015,0.038,0.987
-0.014,-73.68997146678456,-0.591,-0.203,62.342937707901,1.015,0.041,1.267
-0.011,-73.68997146678456,-0.451,0.077,62.34334468841553,1.013,0.039,0.812
-0.014,-73.68997146678456,-0.451,-0.028,62.343655824661255,1.012,0.041,1.197
-0.011,-73.68997146678456,-0.661,0.007,62.34399676322937,1.011,0.043,0.952
-0.011,-73.68997146678456,-0.381,-0.028,62.344308376312256,1.011,0.036,0.882
-0.011,-73.68997146678456,-0.451,0.147,62.34462070465088,1.007,0.03,1.197
-0.011,-73.68997146678456,-0.381,-0.098,62.344929695129395,1.013,0.038,0.987
-0.014,-73.68997146678456,-0.451,-0.168,62.34523034095764,1.012,0.035,1.057
-0.015,-73.80762896466445,-0.591,0.007,62.345529317855835,1.009,0.038,1.127
-0.01,-73.80762896466445,-0.416,0.042,62.34582829475403,1.007,0.033,1.197
-0.016,-73.80762896466445,-0.521,0.007,62.99180579185486,1.015,0.043,0.987
-0.011,-73.00863295002284,-0.451,0.112,62.99416160583496,1.013,0.039,0.742
-0.012,-73.00863295002284,-0.311,-0.098,62.99453067779541,1.011,0.038,1.232
-0.013,-72.68356544458496,-0.591,-0.063,62.994813680648804,1.008,0.033,0.882
-0.011,-72.68356544458496,-0.451,0.077,62.995076417922974,1.012,0.038,0.917
-0.012,-72.68356544458496,-0.451,-0.063,62.995325803756714,1.01,0.036,1.162
-0.014,-72.68356544458496,-0.416,0.042,62.995572328567505,1.012,0.036,1.267
-0.012,-72.68356544458496,-0.381,0.042,62.99581480026245,1.009,0.037,0.637
-0.012,-72.68356544458496,-0.556,0.077,62.996055364608765,1.013,0.038,1.057
-0.012,-72.68356544458496,-0.486,-0.098,62.99630951881409,1.008,0.035,0.742
-0.009,-72.68356544458496,-0.486,-0.063,62.99656367301941,1.012,0.037,1.092
-0.01,-72.68356544458496,-0.486,0.112,63.661773920059204,1.012,0.041,0.847
-0.015,-72.97001716852564,-0.486,0.112,63.66395330429077,1.012,0.041,1.022
-0.014,-72.97001716852564,-0.346,-0.028,63.66432809829712,1.011,0.035,1.022
-0.01,-72.97001716852564,-0.451,0.007,63.664674282073975,1.011,0.037,1.022
-0.01,-74.46081315054457,-0.591,0.042,63.6649866104126,1.013,0.037,1.127
-0.013,-74.46081315054457,-0.276,0.042,63.66529154777527,1.014,0.039,1.092
-0.01,-74.46081315054457,-0.591,-0.168,63.66561484336853,1.013,0.038,0.777
-0.009,-74.46081315054457,-0.381,0.007,63.66595244407654,1.012,0.034,1.127
-0.013,-74.46081315054457,-0.556,0.077,63.666258573532104,1.012,0.038,0.707
-0.014,-74.46081315054457,-0.451,0.007,63.66659116744995,1.011,0.038,1.057
-0.009,-74.46081315054457,-0.381,0.007,63.66691446304321,1.01,0.037,0.882
-0.016,-74.46081315054457,-0.346,0.007,64.3346426486969,1.014,0.04,1.022
-0.011,-73.63338072707519,-0.276,-0.098,64.33532500267029,1.011,0.037,1.127
-0.009,-73.63338072707519,-0.521,0.007,65.00359797477722,1.012,0.036,1.092
-0.012,-73.63119563158786,-0.416,-0.063,65.00429487228394,1.012,0.037,0.952
